2023-10-05 08:18:16,946 | INFO | ulauncher: main() | Ulauncher version 5.15.4
2023-10-05 08:50:53,577 | ERROR | ulauncher.ui.windows.PreferencesUlauncherDialog: on_scheme_callback() | GithubExtensionError: Could not find versions.json file using URL "https://raw.githubusercontent.com/lazypolymath/ulauncher-git-cheat-sheet/HEAD/versions.json"
2023-10-05 08:51:03,480 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/sevir/ulauncher-dotdesktop-opener
2023-10-05 08:51:04,679 | INFO | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.sevir.ulauncher-dotdesktop-opener" started. PID 30707
2023-10-05 08:51:04,850 | INFO | ulauncher.api.server.ExtensionController: handleConnected() | Extension "com.github.sevir.ulauncher-dotdesktop-opener" connected
2023-10-05 08:51:04,850 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event PreferencesEvent to "com.github.sevir.ulauncher-dotdesktop-opener"
2023-10-05 08:51:30,344 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/trepichio/ulauncher-window-switcher
2023-10-05 08:51:31,706 | INFO | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.trepichio.ulauncher-window-switcher" started. PID 30806
2023-10-05 08:51:31,844 | INFO | ulauncher.api.server.ExtensionController: handleConnected() | Extension "com.github.trepichio.ulauncher-window-switcher" connected
2023-10-05 08:51:31,844 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event PreferencesEvent to "com.github.trepichio.ulauncher-window-switcher"
2023-10-05 08:51:43,764 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/lighttigerXIV/ulauncher-terminal-runner-extension/
2023-10-05 08:51:44,947 | INFO | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.lighttigerxiv.ulauncher-terminal-runner-extension" started. PID 30878
2023-10-05 08:51:45,140 | INFO | ulauncher.api.server.ExtensionController: handleConnected() | Extension "com.github.lighttigerxiv.ulauncher-terminal-runner-extension" connected
2023-10-05 08:51:45,140 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event PreferencesEvent to "com.github.lighttigerxiv.ulauncher-terminal-runner-extension"
2023-10-05 08:52:05,412 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/lighttigerXIV/ulauncher-session-manager
2023-10-05 08:52:06,848 | INFO | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.lighttigerxiv.ulauncher-session-manager" started. PID 30969
2023-10-05 08:52:07,005 | INFO | ulauncher.api.server.ExtensionController: handleConnected() | Extension "com.github.lighttigerxiv.ulauncher-session-manager" connected
2023-10-05 08:52:07,005 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event PreferencesEvent to "com.github.lighttigerxiv.ulauncher-session-manager"
2023-10-05 08:52:18,308 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/Eckhoff42/Ulauncher-favorite-directories
2023-10-05 08:52:19,535 | INFO | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.eckhoff42.ulauncher-favorite-directories" started. PID 31003
2023-10-05 08:52:19,677 | INFO | ulauncher.api.server.ExtensionController: handleConnected() | Extension "com.github.eckhoff42.ulauncher-favorite-directories" connected
2023-10-05 08:52:19,677 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event PreferencesEvent to "com.github.eckhoff42.ulauncher-favorite-directories"
2023-10-05 08:52:51,691 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/Carlosmape/ulauncher-calendar
2023-10-05 08:52:53,040 | INFO | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.carlosmape.ulauncher-calendar" started. PID 31110
2023-10-05 08:52:53,227 | ERROR | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.carlosmape.ulauncher-calendar" exited instantly with code 1
2023-10-05 08:52:53,228 | ERROR | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.carlosmape.ulauncher-calendar" failed with an error: ModuleNotFoundError: No module named 'google'

2023-10-05 08:53:03,639 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/Eckhoff42/Ulauncher-Kill-process-on-click
2023-10-05 08:53:04,798 | INFO | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.eckhoff42.ulauncher-kill-process-on-click" started. PID 31152
2023-10-05 08:53:04,946 | INFO | ulauncher.api.server.ExtensionController: handleConnected() | Extension "com.github.eckhoff42.ulauncher-kill-process-on-click" connected
2023-10-05 08:53:04,946 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event PreferencesEvent to "com.github.eckhoff42.ulauncher-kill-process-on-click"
2023-10-05 08:53:19,282 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/Rapha149/ulauncher-deepl/
2023-10-05 08:53:20,550 | INFO | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.rapha149.ulauncher-deepl" started. PID 31191
2023-10-05 08:53:20,622 | ERROR | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.rapha149.ulauncher-deepl" exited instantly with code 1
2023-10-05 08:53:20,622 | ERROR | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.rapha149.ulauncher-deepl" failed with an error: ModuleNotFoundError: No module named 'deepl'

2023-10-05 08:53:37,587 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/Ultiblog/ULauncher-Password-Generator
2023-10-05 08:53:38,776 | INFO | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.ultiblog.ulauncher-password-generator" started. PID 31234
2023-10-05 08:53:38,919 | INFO | ulauncher.api.server.ExtensionController: handleConnected() | Extension "com.github.ultiblog.ulauncher-password-generator" connected
2023-10-05 08:53:38,919 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event PreferencesEvent to "com.github.ultiblog.ulauncher-password-generator"
2023-10-05 08:53:51,423 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_add() | Add extension: https://github.com/hillaryychan/ulauncher-fzf
2023-10-05 08:53:51,423 | ERROR | ulauncher.ui.windows.PreferencesUlauncherDialog: on_scheme_callback() | ExtensionDownloaderError: Extension with URL "https://github.com/hillaryychan/ulauncher-fzf" is already added
2023-10-05 08:54:13,720 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_remove() | Remove extension: com.github.khanghy3004.vim-with-fuzzy-finder-in-ulauncher
2023-10-05 08:54:13,720 | INFO | ulauncher.api.server.ExtensionRunner: stop() | Terminating extension "com.github.khanghy3004.vim-with-fuzzy-finder-in-ulauncher"
2023-10-05 08:54:13,722 | INFO | ulauncher.api.server.ExtensionController: handleClose() | Extension "com.github.khanghy3004.vim-with-fuzzy-finder-in-ulauncher" disconnected
2023-10-05 08:54:13,723 | ERROR | ulauncher.api.server.ExtensionRunner: _run_process() | Extension "com.github.khanghy3004.vim-with-fuzzy-finder-in-ulauncher" was terminated with code -15
2023-10-05 08:55:06,716 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:55:06,716 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:55:06,716 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:55:06,716 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:55:06,716 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:55:06,716 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:55:06,716 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:55:06,716 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:55:06,716 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:55:07,769 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 6 results
2023-10-05 08:55:07,877 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 2 results
2023-10-05 08:55:12,044 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 6 results
2023-10-05 08:55:13,359 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:55:13,973 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 6 results
2023-10-05 08:55:14,110 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 9 results
2023-10-05 08:55:14,273 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 5 results
2023-10-05 08:55:16,661 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 3 results
2023-10-05 08:55:21,106 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 5 results
2023-10-05 08:55:21,287 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 9 results
2023-10-05 08:55:21,390 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 6 results
2023-10-05 08:55:21,890 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:55:22,213 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 6 results
2023-10-05 08:55:22,244 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 7 results
2023-10-05 08:55:22,361 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 2 results
2023-10-05 08:55:23,741 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event KeywordQueryEvent to "com.github.melianmiko.ulauncher-nmcli"
2023-10-05 08:55:23,854 | DEBUG | ulauncher.api.server.ExtensionController: handleMessage() | Incoming response (KeywordQueryEvent, RenderResultListAction) from "com.github.melianmiko.ulauncher-nmcli"
2023-10-05 08:55:23,857 | WARNING | ulauncher.utils.image_loader: load_image() | Could not load image /home/tallonea/.local/share/ulauncher/extensions/com.github.melianmiko.ulauncher-nmcli/images/loopback_True.png. E: g-file-error-quark: Failed to open file “/home/tallonea/.local/share/ulauncher/extensions/com.github.melianmiko.ulauncher-nmcli/images/loopback_True.png”: No such file or directory (4)
2023-10-05 08:55:23,867 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 24 results
2023-10-05 08:55:34,529 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:55:34,529 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:55:34,529 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:55:34,529 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:55:34,530 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:55:34,530 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:55:34,530 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:55:34,530 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:55:34,546 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:55:35,231 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 6 results
2023-10-05 08:55:35,299 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 6 results
2023-10-05 08:55:36,015 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event KeywordQueryEvent to "com.github.ygun.ulauncher-nm"
2023-10-05 08:55:36,217 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 1 results
2023-10-05 08:55:38,175 | DEBUG | ulauncher.api.server.ExtensionController: handleMessage() | Incoming response (KeywordQueryEvent, RenderResultListAction) from "com.github.ygun.ulauncher-nm"
2023-10-05 08:55:38,180 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 5 results
2023-10-05 08:58:05,893 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:58:05,893 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:58:05,893 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:58:05,893 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:58:05,894 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:58:05,894 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:58:05,894 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:58:05,894 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:58:05,897 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:58:06,484 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 9 results
2023-10-05 08:58:06,735 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 1 results
2023-10-05 08:58:06,842 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 1 results
2023-10-05 08:58:08,543 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 1 results
2023-10-05 08:58:08,742 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event KeywordQueryEvent to "com.github.hillaryychan.ulauncher-fzf"
2023-10-05 08:58:08,820 | DEBUG | ulauncher.api.server.ExtensionController: handleMessage() | Incoming response (KeywordQueryEvent, RenderResultListAction) from "com.github.hillaryychan.ulauncher-fzf"
2023-10-05 08:58:08,821 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 1 results
2023-10-05 08:58:13,597 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 1 results
2023-10-05 08:58:13,796 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event KeywordQueryEvent to "com.github.hillaryychan.ulauncher-fzf"
2023-10-05 08:58:37,118 | DEBUG | ulauncher.ui.windows.UlauncherWindow: on_preferences_dialog_destroyed() | on_preferences_dialog_destroyed
2023-10-05 08:58:43,625 | DEBUG | ulauncher.ui.windows.UlauncherWindow: activate_preferences() | create new preferences_dialog
2023-10-05 08:58:43,630 | DEBUG | ulauncher.ui.windows.Builder: log_unconnected_functions() | Not connected to builder 'on_hotkey_set'
2023-10-05 08:58:43,630 | DEBUG | ulauncher.ui.windows.Builder: log_unconnected_functions() | Not connected to builder 'on_scheme_callback'
2023-10-05 08:58:43,635 | DEBUG | ulauncher.ui.windows.Builder: __init__() | consider using a pythonic name instead of design name 'hotkey-dialog-vbox1'
2023-10-05 08:58:43,635 | DEBUG | ulauncher.ui.windows.Builder: __init__() | consider using a pythonic name instead of design name 'new-hotkey-label'
2023-10-05 08:58:43,638 | DEBUG | ulauncher.ui.windows.Builder: do_connect() | connect builder by name 'hotkey_dialog','delete_event', 'on_delete_event'
2023-10-05 08:58:43,639 | DEBUG | ulauncher.ui.windows.Builder: do_connect() | connect builder by name 'hotkey_input','key_press_event', 'on_hotkey_input_key_press_event'
2023-10-05 08:58:43,935 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_get_all() | API call /get/all
2023-10-05 08:58:49,561 | INFO | ulauncher.ui.windows.PreferencesUlauncherDialog: prefs_extension_get_all() | Handling /extension/get-all
2023-10-05 08:58:55,580 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:58:55,580 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:58:55,580 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:58:55,580 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:58:55,581 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 08:58:55,581 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 08:58:55,581 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 08:58:55,581 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 08:58:55,583 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 08:58:56,335 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 9 results
2023-10-05 08:58:56,513 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 1 results
2023-10-05 08:58:56,837 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event KeywordQueryEvent to "com.github.pegoku.ulauncher-searx"
2023-10-05 08:58:56,896 | DEBUG | ulauncher.api.server.ExtensionController: handleMessage() | Incoming response (KeywordQueryEvent, RenderResultListAction) from "com.github.pegoku.ulauncher-searx"
2023-10-05 08:58:56,897 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 1 results
2023-10-05 08:59:00,088 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event KeywordQueryEvent to "com.github.pegoku.ulauncher-searx"
2023-10-05 08:59:00,290 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 1 results
2023-10-05 08:59:00,304 | DEBUG | ulauncher.api.server.ExtensionController: handleMessage() | Incoming response (KeywordQueryEvent, RenderResultListAction) from "com.github.pegoku.ulauncher-searx"
2023-10-05 08:59:00,309 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 9 results
2023-10-05 08:59:00,642 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event KeywordQueryEvent to "com.github.pegoku.ulauncher-searx"
2023-10-05 08:59:00,770 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event KeywordQueryEvent to "com.github.pegoku.ulauncher-searx"
2023-10-05 08:59:00,889 | DEBUG | ulauncher.api.server.ExtensionController: handleMessage() | Incoming response (KeywordQueryEvent, RenderResultListAction) from "com.github.pegoku.ulauncher-searx"
2023-10-05 08:59:01,043 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event KeywordQueryEvent to "com.github.pegoku.ulauncher-searx"
2023-10-05 08:59:01,142 | DEBUG | ulauncher.api.server.ExtensionController: handleMessage() | Incoming response (KeywordQueryEvent, RenderResultListAction) from "com.github.pegoku.ulauncher-searx"
2023-10-05 08:59:01,245 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 1 results
2023-10-05 08:59:01,296 | DEBUG | ulauncher.api.server.ExtensionController: handleMessage() | Incoming response (KeywordQueryEvent, RenderResultListAction) from "com.github.pegoku.ulauncher-searx"
2023-10-05 08:59:01,301 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 9 results
2023-10-05 08:59:01,543 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event KeywordQueryEvent to "com.github.pegoku.ulauncher-searx"
2023-10-05 08:59:01,789 | DEBUG | ulauncher.api.server.ExtensionController: handleMessage() | Incoming response (KeywordQueryEvent, RenderResultListAction) from "com.github.pegoku.ulauncher-searx"
2023-10-05 08:59:01,902 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event KeywordQueryEvent to "com.github.pegoku.ulauncher-searx"
2023-10-05 08:59:02,103 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 1 results
2023-10-05 08:59:02,209 | DEBUG | ulauncher.api.server.ExtensionController: handleMessage() | Incoming response (KeywordQueryEvent, RenderResultListAction) from "com.github.pegoku.ulauncher-searx"
2023-10-05 08:59:02,214 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 9 results
2023-10-05 08:59:03,883 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 09:00:27,915 | DEBUG | ulauncher.api.server.ExtensionController: handleMessage() | Incoming response (KeywordQueryEvent, RenderResultListAction) from "com.github.hillaryychan.ulauncher-fzf"
2023-10-05 09:07:02,267 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 09:07:02,267 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 09:07:02,267 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 09:07:02,267 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 09:07:02,267 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 09:07:02,267 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 09:07:02,267 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 09:07:02,267 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 09:07:02,267 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 09:07:03,351 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 09:07:03,351 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 09:07:03,351 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 09:07:03,351 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 09:07:03,352 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 09:07:03,352 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 09:07:03,352 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 09:07:03,352 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 09:07:03,352 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 09:07:04,016 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 09:07:04,017 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 09:07:04,017 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 09:07:04,017 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 09:07:04,017 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 09:07:04,017 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 09:07:04,017 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 09:07:04,017 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 09:07:04,017 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 09:07:04,948 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 9 results
2023-10-05 09:07:05,217 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 1 results
2023-10-05 09:07:06,303 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event KeywordQueryEvent to "com.github.pegoku.ulauncher-searx"
2023-10-05 09:07:06,360 | DEBUG | ulauncher.api.server.ExtensionController: handleMessage() | Incoming response (KeywordQueryEvent, RenderResultListAction) from "com.github.pegoku.ulauncher-searx"
2023-10-05 09:07:06,361 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 1 results
2023-10-05 09:07:06,784 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event KeywordQueryEvent to "com.github.pegoku.ulauncher-searx"
2023-10-05 09:07:07,012 | DEBUG | ulauncher.api.server.ExtensionController: _send_event() | Send event KeywordQueryEvent to "com.github.pegoku.ulauncher-searx"
2023-10-05 09:07:07,148 | DEBUG | ulauncher.api.server.ExtensionController: handleMessage() | Incoming response (KeywordQueryEvent, RenderResultListAction) from "com.github.pegoku.ulauncher-searx"
2023-10-05 09:07:07,214 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 1 results
2023-10-05 09:07:07,330 | DEBUG | ulauncher.api.server.ExtensionController: handleMessage() | Incoming response (KeywordQueryEvent, RenderResultListAction) from "com.github.pegoku.ulauncher-searx"
2023-10-05 09:07:07,336 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 9 results
2023-10-05 09:07:09,198 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
2023-10-05 09:29:35,712 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 09:29:35,720 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 09:29:35,720 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 09:29:35,720 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 09:29:35,720 | DEBUG | ulauncher.utils.display: get_screens() | Found 3 monitor(s)
2023-10-05 09:29:35,720 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 0 - X: 1080, Y: 0, W: 1920, H: 1080
2023-10-05 09:29:35,720 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 1 - X: 0, Y: 0, W: 1080, H: 1920
2023-10-05 09:29:35,720 | DEBUG | ulauncher.utils.display: get_screens() |   Monitor 2 - X: 1080, Y: 1080, W: 1920, H: 1080
2023-10-05 09:29:35,720 | DEBUG | ulauncher.ui.windows.UlauncherWindow: show_results() | render 0 results
